transaction_amount,transaction_frequency,transaction_hour,pin_attempts,device_change_count,new_recipient,location_change,upi_id_age_days,avg_transaction_amount,state,merchant_category,dob_year,is_fraud
462.5,1,18,1,0,0,1,254,1371.43,Tamil Nadu,Entertainment,1998,0
99.9,4,11,1,1,0,1,263,1168.16,Kerala,Education,1994,0
233.97,6,16,1,0,0,0,187,825.39,Karnataka,Healthcare,1987,0
264.51,8,19,1,0,0,0,534,2766.71,Uttar Pradesh,Clothing,1982,0
310.22,4,11,1,1,0,0,77,1020.73,Maharashtra,Utilities,1973,0
2380.67,4,19,1,1,0,1,300,497.99,Maharashtra,Clothing,1994,0
188.28,5,18,1,0,0,0,553,2626.18,Delhi,Electronics,1972,0
1406.97,1,10,1,0,0,0,35,500.68,Telangana,Electronics,1977,0
135.17,5,14,1,0,0,0,183,10.0,Tamil Nadu,Education,1994,0
1609.48,4,14,1,0,0,0,642,1618.53,Telangana,Food,1999,0
919.48,5,18,1,1,0,1,104,31.77,Uttar Pradesh,Clothing,1980,0
1571.05,3,10,1,0,0,0,102,609.81,Uttar Pradesh,Electronics,1973,0
1478.19,3,12,1,0,0,1,175,38.02,Gujarat,Healthcare,1997,0
503.63,8,14,1,1,0,0,23,228.16,West Bengal,Entertainment,1986,0
279.15,6,7,1,1,0,1,289,90.83,Delhi,Grocery,1996,0
104.92,6,6,1,0,0,0,106,1349.78,Telangana,Grocery,1981,0
1207.48,3,15,1,0,0,1,680,488.72,West Bengal,Grocery,1973,0
27.12,6,8,1,1,0,1,483,334.92,Telangana,Clothing,1998,0
1243.02,2,14,1,0,0,0,519,1525.34,West Bengal,Electronics,1972,0
841.92,4,12,1,0,0,0,135,593.56,Karnataka,Clothing,1983,0
451.86,7,17,1,1,0,1,349,61.47,Maharashtra,Clothing,1993,0
2288.74,1,16,1,1,0,1,200,1354.75,West Bengal,Grocery,1992,0
593.62,1,6,1,1,0,1,508,124.89,Gujarat,Travel,1972,0
3910.9,8,6,1,1,0,1,162,491.38,Karnataka,Entertainment,1986,0
4753.81,3,9,1,0,0,0,315,2807.26,Uttar Pradesh,Grocery,1978,0
320.77,1,19,1,1,0,1,308,409.9,West Bengal,Utilities,1989,0
3010.68,1,10,1,0,0,0,472,812.97,Uttar Pradesh,Travel,1990,0
1809.53,4,8,1,0,0,1,200,1933.74,Gujarat,Grocery,1983,0
3956.24,3,12,1,1,0,1,581,1675.6,Kerala,Grocery,1986,0
2506.64,6,6,1,1,0,0,328,1104.57,Gujarat,Travel,1985,0
646.21,3,11,1,0,0,1,560,2900.14,West Bengal,Food,1981,0
768.86,5,10,1,1,0,1,638,1106.55,Rajasthan,Travel,1997,0
779.36,6,6,1,0,0,1,290,494.0,Delhi,Travel,1996,0
181.24,4,20,1,0,0,0,469,816.01,Gujarat,Electronics,1977,0
569.5,5,7,1,1,0,1,273,530.61,Kerala,Education,1988,0
980.88,3,9,1,1,0,1,637,26.45,Maharashtra,Clothing,1986,0
328.75,9,10,1,1,0,0,702,1330.6,Uttar Pradesh,Entertainment,1991,0
25571.2,13,3,3,0,0,0,11,134.1,Gujarat,Entertainment,1982,1
367.75,7,15,1,0,0,1,670,309.16,Uttar Pradesh,Entertainment,1994,0
544.44,4,8,1,1,0,1,210,2736.68,Gujarat,Food,1980,0
336.02,5,8,1,1,0,1,609,382.07,West Bengal,Healthcare,1970,0
32.35,4,7,1,1,0,1,356,199.32,Delhi,Grocery,1999,0
1727.24,6,11,1,0,0,1,718,365.48,West Bengal,Entertainment,1991,0
1873.41,2,19,1,0,0,1,658,790.92,Tamil Nadu,Electronics,1970,0
56.59,2,17,1,0,0,1,726,614.5,Karnataka,Electronics,1985,0
147.15,7,20,1,0,0,1,700,438.27,Maharashtra,Education,1998,0
270.99,7,10,1,0,0,1,497,1473.35,Maharashtra,Electronics,1974,0
1398.99,4,14,1,0,0,1,657,1433.75,Karnataka,Food,1973,0
179.63,8,13,1,0,0,1,454,933.5,Gujarat,Entertainment,1997,0
15.63,7,0,3,1,0,0,48,10826.77,Gujarat,Travel,1980,1
459.48,5,10,1,1,0,1,437,137.89,Uttar Pradesh,Education,1973,0
267.31,9,7,1,0,0,1,605,736.36,Delhi,Utilities,1975,0
45.37,3,16,1,0,0,0,304,402.47,Karnataka,Fuel,1993,0
2562.65,7,10,1,0,0,0,87,1697.75,Telangana,Education,1977,0
4285.07,6,6,1,0,0,0,591,11.9,Kerala,Clothing,1977,0
3420.56,8,20,1,1,0,0,558,1553.22,Delhi,Grocery,1980,0
675.12,9,20,1,0,0,0,706,522.11,Telangana,Clothing,1989,0
56.84,7,8,1,1,0,1,383,282.94,Kerala,Travel,1972,0
289.37,2,13,1,1,0,0,670,104.82,Rajasthan,Utilities,1976,0
3453.71,8,9,1,0,0,0,243,43.67,Gujarat,Entertainment,1990,0
582.22,4,13,1,0,0,0,638,77.93,Tamil Nadu,Education,1978,0
38.83,2,15,1,1,0,1,247,81.3,Maharashtra,Electronics,1985,0
595.5,9,16,1,1,0,1,65,213.43,Telangana,Electronics,1980,0
608.27,7,8,1,0,0,1,256,10.0,Uttar Pradesh,Travel,1991,0
458.47,7,14,1,1,0,0,561,945.51,Maharashtra,Entertainment,1994,0
2618.21,6,6,1,1,0,0,493,124.76,Rajasthan,Grocery,1971,0
204.95,7,6,1,0,0,0,702,2492.89,Tamil Nadu,Healthcare,1990,0
1354.2,8,12,1,0,0,0,184,342.37,Tamil Nadu,Utilities,1980,0
2509.04,4,16,1,0,0,0,571,338.26,Uttar Pradesh,Grocery,1990,0
1043.62,6,21,1,0,0,1,657,699.63,Delhi,Grocery,1994,0
2159.22,4,12,1,0,0,0,587,5506.76,Telangana,Food,1995,0
182.71,2,18,1,1,0,0,633,1561.03,Telangana,Education,1975,0
2777.56,4,7,1,1,0,0,275,804.85,Delhi,Grocery,1992,0
3158.74,7,21,1,1,0,1,188,4707.44,Delhi,Travel,1999,0
925.47,3,6,1,1,0,1,124,813.05,Rajasthan,Travel,1982,0
1104.59,3,11,1,0,0,0,713,1554.01,Maharashtra,Clothing,1994,0
83.0,1,13,1,1,0,0,631,569.44,Gujarat,Healthcare,1986,0
573.4,5,13,1,1,0,1,690,2134.52,Telangana,Fuel,1971,0
2993.15,9,9,1,0,0,1,373,180.29,Delhi,Fuel,1977,0
854.55,9,19,1,0,0,1,429,454.59,Rajasthan,Electronics,1982,0
3718.3,7,9,1,1,0,0,150,730.3,Maharashtra,Grocery,1999,0
3156.59,1,7,1,1,0,0,286,648.01,Uttar Pradesh,Electronics,1987,0
3290.64,5,14,1,0,0,1,396,806.5,Kerala,Electronics,1975,0
250.02,2,13,1,1,0,1,445,612.4,Rajasthan,Electronics,1997,0
1896.77,4,20,1,0,0,0,426,2242.7,Uttar Pradesh,Education,1970,0
939.94,9,12,1,0,0,0,115,2025.42,Maharashtra,Food,1995,0
1610.96,7,9,1,1,0,0,247,92.73,Maharashtra,Utilities,1992,0
192.18,5,19,1,1,0,0,46,970.74,Karnataka,Healthcare,1991,0
2250.36,3,20,1,0,0,1,374,1090.46,Delhi,Clothing,1982,0
809.24,9,9,1,1,0,1,423,3099.09,Maharashtra,Education,1999,0
273.37,26,1,4,1,1,1,12,6644.67,Rajasthan,Electronics,1993,1
314.21,7,11,1,1,0,0,141,477.94,Gujarat,Travel,1992,0
1450.95,2,21,1,0,0,0,448,777.36,Gujarat,Healthcare,1970,0
604.48,7,18,1,1,0,1,428,27.53,Tamil Nadu,Entertainment,1993,0
4910.63,9,14,1,1,0,1,649,957.57,Delhi,Travel,1992,0
440.02,2,17,1,0,0,1,156,2197.44,Kerala,Grocery,1983,0
71.97,3,15,1,1,0,0,331,3350.22,Telangana,Grocery,1982,0
686.18,6,18,1,0,0,0,360,197.77,Telangana,Fuel,1989,0
990.92,9,16,1,1,0,1,214,1115.39,Karnataka,Clothing,1984,0
284.87,3,6,1,0,0,0,293,4334.24,Karnataka,Entertainment,1993,0
341.69,3,14,1,0,0,1,462,970.31,Telangana,Education,1999,0
34.45,3,10,1,0,0,1,610,1420.67,Gujarat,Healthcare,1993,0
403.72,2,16,1,0,0,1,144,200.2,Gujarat,Clothing,1991,0
469.94,3,18,1,0,0,1,528,43.83,Kerala,Education,1974,0
50.94,3,18,1,0,0,0,318,794.71,Tamil Nadu,Utilities,1994,0
10344.31,25,1,3,2,1,2,34,689.7,Tamil Nadu,Healthcare,1988,1
1923.36,9,20,1,1,0,1,409,795.97,Gujarat,Grocery,1996,0
1281.86,2,10,1,0,0,1,140,201.94,Karnataka,Food,1990,0
1204.41,2,14,1,0,0,1,89,1657.97,Karnataka,Electronics,1980,0
10532.78,26,23,2,1,0,0,49,10.0,Kerala,Grocery,1977,1
2519.23,8,18,1,0,0,1,102,90.04,Maharashtra,Electronics,1997,0
107.09,8,6,1,1,0,1,502,1527.89,Delhi,Clothing,1994,0
12.21,9,19,1,1,0,1,391,591.33,Telangana,Grocery,1979,0
1795.04,1,15,1,1,0,0,181,464.75,Tamil Nadu,Grocery,1987,0
65.04,7,8,1,0,0,0,509,924.35,Gujarat,Education,1993,0
1670.61,4,8,1,1,0,1,480,154.36,Tamil Nadu,Travel,1992,0
254.64,9,15,1,0,0,0,545,760.07,Kerala,Education,1977,0
1780.72,7,12,1,1,0,1,339,320.62,Gujarat,Healthcare,1995,0
924.39,5,14,1,0,0,0,416,742.47,Karnataka,Travel,1971,0
881.28,6,19,1,1,0,1,454,480.0,Uttar Pradesh,Travel,1984,0
386.52,8,13,1,1,0,0,203,104.73,Tamil Nadu,Clothing,1974,0
3725.25,3,7,1,1,0,1,288,1327.08,Gujarat,Grocery,1973,0
132.06,5,11,1,0,0,1,146,839.21,Rajasthan,Education,1991,0
673.67,9,16,1,0,0,0,19,1039.52,Kerala,Fuel,1998,0
101.28,1,17,1,0,0,0,476,195.36,Telangana,Education,1988,0
7871.58,24,1,4,0,1,1,26,8458.43,Rajasthan,Utilities,1992,1
1226.26,4,7,1,1,0,1,695,1674.9,West Bengal,Utilities,1990,0
269.99,7,19,1,0,0,1,7,877.62,Telangana,Fuel,1978,0
193.32,9,12,1,0,0,1,12,43.22,Karnataka,Healthcare,1980,0
502.92,2,10,1,0,0,0,33,746.09,West Bengal,Travel,1973,0
1061.88,8,15,1,1,0,0,241,367.7,Kerala,Travel,1998,0
811.39,6,15,1,0,0,0,259,567.45,Maharashtra,Fuel,1976,0
410.67,9,14,1,1,0,1,193,791.59,Kerala,Education,1999,0
827.64,1,21,1,0,0,0,341,482.97,Telangana,Entertainment,1971,0
3053.15,8,21,1,0,0,1,330,462.53,Telangana,Grocery,1970,0
832.12,1,6,1,1,0,0,163,547.41,West Bengal,Clothing,1979,0
1034.12,8,11,1,0,0,0,22,305.65,Uttar Pradesh,Food,1974,0
178.45,2,19,1,0,0,0,608,237.93,Gujarat,Grocery,1998,0
318.57,4,10,1,1,0,0,563,941.54,Telangana,Clothing,1991,0
202.49,3,20,1,0,0,0,206,133.57,Kerala,Entertainment,1975,0
902.5,9,6,1,0,0,0,81,1971.73,Gujarat,Education,1977,0
3450.35,3,7,1,1,0,0,99,1212.31,Rajasthan,Travel,1975,0
324.47,7,20,1,0,0,1,78,728.79,West Bengal,Food,1983,0
229.99,9,9,1,1,0,0,303,3429.01,Uttar Pradesh,Food,1972,0
977.43,2,16,1,0,0,0,613,257.48,Telangana,Healthcare,1988,0
5182.73,21,5,1,1,0,0,49,6116.45,Maharashtra,Education,1985,1
125.73,8,7,1,1,0,1,331,1351.5,Uttar Pradesh,Grocery,1997,0
647.81,6,15,1,1,0,0,148,455.58,Karnataka,Utilities,1982,0
578.99,1,13,1,0,0,0,132,841.02,Kerala,Healthcare,1970,0
844.28,7,11,1,1,0,0,633,382.08,Maharashtra,Clothing,1992,0
1390.68,6,11,1,1,0,0,342,351.54,Delhi,Healthcare,1989,0
87.16,2,7,1,0,0,1,370,161.75,Rajasthan,Clothing,1981,0
1534.52,4,9,1,0,0,0,369,387.85,Maharashtra,Electronics,1981,0
2329.54,1,7,1,0,0,1,22,2636.23,Kerala,Utilities,1986,0
388.64,2,17,1,0,0,1,327,1496.58,Delhi,Electronics,1989,0
1739.29,9,9,1,1,0,0,527,1185.57,Maharashtra,Entertainment,1995,0
1472.69,9,14,1,0,0,0,468,1827.07,West Bengal,Healthcare,1985,0
1279.47,2,20,1,0,0,1,412,936.51,Tamil Nadu,Fuel,1988,0
2928.59,9,12,1,1,0,1,287,809.69,Gujarat,Utilities,1983,0
589.2,2,16,1,0,0,1,132,914.44,Delhi,Entertainment,1978,0
1620.14,4,8,1,0,0,0,443,2319.12,Uttar Pradesh,Utilities,1988,0
253.82,3,6,1,0,0,1,147,22.37,Uttar Pradesh,Electronics,1974,0
196.8,2,8,1,0,0,1,686,1265.79,Tamil Nadu,Food,1998,0
3440.18,6,6,1,1,0,0,206,14.84,Gujarat,Fuel,1980,0
3550.49,8,7,1,0,0,0,296,223.98,Tamil Nadu,Utilities,1981,0
41.17,7,16,1,0,0,0,162,10.0,Rajasthan,Food,1972,0
1392.93,4,10,1,0,0,1,441,853.53,Tamil Nadu,Fuel,1985,0
588.86,4,6,1,0,0,0,244,671.55,Telangana,Grocery,1979,0
533.36,5,21,1,1,0,1,480,236.78,Gujarat,Healthcare,1983,0
35.87,6,7,1,0,0,1,181,10.0,Kerala,Fuel,1996,0
111.32,7,20,1,1,0,0,147,558.07,Telangana,Education,1990,0
2811.62,7,19,1,0,0,1,330,1163.32,West Bengal,Entertainment,1991,0
686.32,3,6,1,1,0,0,71,782.42,Maharashtra,Food,1978,0
972.63,2,6,1,1,0,0,38,254.33,Maharashtra,Grocery,1999,0
2749.05,7,19,1,1,0,1,435,1497.4,Telangana,Clothing,1985,0
571.41,4,21,1,1,0,0,378,3706.19,Kerala,Entertainment,1991,0
26.63,1,17,1,1,0,0,420,1299.11,Telangana,Clothing,1972,0
429.87,3,10,1,0,0,0,511,274.61,Kerala,Clothing,1989,0
91.13,5,13,1,1,0,1,526,716.28,Delhi,Travel,1996,0
783.56,9,18,1,1,0,0,22,1352.88,Tamil Nadu,Utilities,1993,0
1071.58,5,6,1,1,0,1,395,338.18,Gujarat,Entertainment,1970,0
1663.84,11,3,1,2,1,0,17,3371.06,West Bengal,Entertainment,1992,1
731.39,1,16,1,1,0,0,64,123.27,Maharashtra,Utilities,1998,0
2955.32,7,9,1,1,0,1,73,1185.37,Tamil Nadu,Fuel,1994,0
3073.62,16,23,3,2,0,0,47,1862.05,Rajasthan,Education,1988,1
538.41,2,13,1,1,0,1,518,2645.17,Rajasthan,Healthcare,1973,0
1827.07,5,14,1,0,0,1,260,3470.54,Uttar Pradesh,Utilities,1986,0
572.85,1,14,1,0,0,0,22,497.62,Maharashtra,Travel,1985,0
3358.58,1,9,1,0,0,1,51,1889.32,Maharashtra,Grocery,1975,0
1267.19,7,6,1,1,0,0,591,1098.77,Delhi,Food,1991,0
1957.4,4,18,1,0,0,0,405,272.14,Delhi,Clothing,1970,0
64.6,9,12,1,1,0,0,625,73.24,Gujarat,Utilities,1987,0
3283.62,3,6,1,1,0,0,595,1473.43,Telangana,Food,1997,0
2085.43,22,1,2,2,1,1,57,2335.4,Delhi,Clothing,1988,1
1373.34,8,12,1,0,0,0,77,655.35,Uttar Pradesh,Fuel,1974,0
1532.3,8,16,1,0,0,1,238,940.05,Karnataka,Clothing,1989,0
1070.99,1,6,1,1,0,1,10,145.54,Rajasthan,Entertainment,1970,0
3241.14,9,14,1,1,0,0,636,3511.63,Gujarat,Grocery,1998,0
1226.9,6,9,1,1,0,0,227,1481.8,Tamil Nadu,Clothing,1988,0
3836.68,1,8,1,1,0,0,678,152.23,Delhi,Food,1978,0
851.76,8,15,1,1,0,0,606,1274.21,Uttar Pradesh,Education,1986,0
274.3,8,17,1,1,0,0,198,150.71,Gujarat,Grocery,1993,0
566.57,9,17,1,0,0,0,430,287.48,Kerala,Clothing,1993,0
1500.43,5,11,1,0,0,0,346,328.31,Gujarat,Education,1999,0
2977.88,1,10,1,0,0,1,299,2221.63,Telangana,Utilities,1996,0
153.8,6,10,1,0,0,1,291,2113.4,Kerala,Utilities,1986,0
116.34,1,15,1,1,0,1,629,76.12,Rajasthan,Electronics,1974,0
212.05,2,18,1,1,0,0,663,1684.26,Delhi,Education,1994,0
555.95,8,15,1,1,0,1,255,693.47,Kerala,Entertainment,1991,0
164.7,4,16,1,0,0,0,138,1004.97,Karnataka,Entertainment,1990,0
1301.75,4,16,1,0,0,1,651,533.13,Maharashtra,Clothing,1988,0
582.21,7,20,1,0,0,1,664,2913.65,West Bengal,Utilities,1997,0
606.25,5,19,1,1,0,0,343,618.81,Delhi,Fuel,1992,0
2065.29,27,0,3,0,1,0,42,752.61,Gujarat,Food,1985,1
494.03,1,14,1,1,0,1,571,710.52,Gujarat,Fuel,1993,0
155.68,6,16,1,1,0,0,8,444.01,Delhi,Fuel,1997,0
685.45,6,17,1,1,0,0,137,319.78,Telangana,Travel,1994,0
214.48,6,19,1,0,0,0,25,1741.2,Uttar Pradesh,Grocery,1983,0
1404.09,2,20,1,0,0,0,299,177.96,Maharashtra,Education,1993,0
1345.07,1,20,1,1,0,1,14,2609.48,West Bengal,Education,1973,0
830.57,2,8,1,1,0,1,672,464.37,Gujarat,Fuel,1972,0
750.21,4,15,1,1,0,1,665,833.29,Delhi,Food,1978,0
245.62,4,12,1,0,0,0,567,1490.21,Karnataka,Fuel,1980,0
1369.25,24,1,2,2,0,1,58,3460.79,Delhi,Travel,1990,1
697.61,8,17,1,1,0,0,188,75.07,Maharashtra,Food,1978,0
4820.18,10,3,4,0,1,1,28,4409.51,Karnataka,Entertainment,1977,1
212.53,3,14,1,0,0,0,243,2054.78,West Bengal,Electronics,1985,0
111.54,9,18,1,0,0,1,531,952.54,Gujarat,Travel,1995,0
10.0,2,19,1,0,0,0,290,240.67,West Bengal,Education,1987,0
1372.19,7,9,1,1,0,1,65,540.34,West Bengal,Clothing,1990,0
688.68,4,7,1,1,0,1,326,79.7,Telangana,Healthcare,1981,0
193.54,6,19,1,0,0,0,248,1912.98,Telangana,Grocery,1979,0
1366.02,5,8,1,0,0,0,113,758.25,Tamil Nadu,Grocery,1972,0
89.11,5,17,1,1,0,0,480,2180.18,Gujarat,Food,1993,0
186.6,9,8,1,0,0,1,52,312.78,Telangana,Fuel,1989,0
630.18,1,21,1,1,0,1,659,105.26,Maharashtra,Electronics,1994,0
850.41,3,11,1,1,0,1,597,1803.33,Maharashtra,Entertainment,1977,0
523.21,6,19,1,1,0,0,101,3481.24,Delhi,Electronics,1980,0
156.62,3,10,1,0,0,1,384,1280.41,West Bengal,Grocery,1997,0
324.09,5,18,1,0,0,1,644,206.09,Karnataka,Clothing,1994,0
550.25,6,2,1,0,0,0,43,11633.45,Gujarat,Clothing,1997,1
1217.12,3,21,1,0,0,1,382,745.71,Gujarat,Travel,1997,0
1073.39,5,15,1,1,0,0,385,551.1,West Bengal,Clothing,1980,0
253.05,4,6,1,1,0,1,132,1221.22,Delhi,Clothing,1980,0
558.28,1,11,1,1,0,0,175,883.87,Tamil Nadu,Education,1987,0
384.33,4,6,1,1,0,0,439,228.49,Uttar Pradesh,Electronics,1992,0
326.52,1,16,1,0,0,0,661,239.03,Kerala,Electronics,1988,0
386.25,1,16,1,0,0,1,57,454.5,Telangana,Electronics,1974,0
491.35,8,19,1,0,0,0,559,928.51,Kerala,Grocery,1973,0
3542.45,28,5,1,2,0,0,39,3522.97,Rajasthan,Education,1999,1
317.83,4,21,1,0,0,1,383,97.64,Uttar Pradesh,Entertainment,1972,0
571.21,8,12,1,1,0,0,603,1843.89,Kerala,Electronics,1974,0
238.61,1,11,1,0,0,1,280,274.53,Gujarat,Education,1984,0
55.35,1,10,1,1,0,0,547,1176.73,Rajasthan,Healthcare,1986,0
1579.92,5,9,1,1,0,0,297,199.67,Delhi,Clothing,1972,0
78.7,3,16,1,0,0,0,312,429.55,Tamil Nadu,Education,1997,0
1207.73,6,17,1,0,0,0,95,2454.58,Gujarat,Electronics,1981,0
202.76,1,15,1,0,0,1,59,853.94,West Bengal,Fuel,1991,0
667.76,2,14,1,1,0,0,171,418.38,Uttar Pradesh,Entertainment,1981,0
810.17,7,9,1,1,0,1,526,343.31,West Bengal,Food,1984,0
558.99,9,19,1,1,0,0,383,387.78,Maharashtra,Clothing,1995,0
277.67,6,6,1,0,0,1,692,1096.09,West Bengal,Electronics,1974,0
3246.0,1,14,1,0,0,1,492,10.73,Uttar Pradesh,Clothing,1973,0
1000.76,9,13,1,0,0,0,709,83.14,Tamil Nadu,Grocery,1999,0
2298.26,8,10,1,1,0,1,589,132.32,Delhi,Food,1994,0
1645.91,7,10,1,1,0,0,662,1268.43,Uttar Pradesh,Travel,1970,0
739.05,3,13,1,0,0,0,172,726.37,West Bengal,Utilities,1998,0
143.4,7,17,1,1,0,0,585,334.27,Uttar Pradesh,Utilities,1979,0
830.9,7,12,1,0,0,1,512,812.98,Kerala,Education,1970,0
447.7,2,9,1,0,0,1,137,1171.88,Maharashtra,Utilities,1983,0
2747.04,3,17,1,0,0,0,241,2281.03,Rajasthan,Food,1979,0
200.94,3,14,1,0,0,1,438,514.64,Kerala,Travel,1978,0
79.96,5,19,1,1,0,1,58,622.02,Telangana,Grocery,1985,0
1870.62,9,15,1,0,0,0,262,1371.1,Uttar Pradesh,Education,1987,0
10.0,1,15,1,0,0,1,629,2092.78,Kerala,Clothing,1996,0
2004.36,1,9,1,1,0,0,227,914.46,Tamil Nadu,Electronics,1997,0
83.77,6,16,1,1,0,0,303,101.19,West Bengal,Grocery,1979,0
714.59,29,3,1,0,1,2,6,3677.39,Kerala,Fuel,1989,1
647.28,5,9,1,0,0,0,705,422.54,Rajasthan,Travel,1978,0
188.86,8,10,1,1,0,1,221,178.79,Telangana,Travel,1986,0
1254.7,6,20,1,1,0,0,523,2298.76,Karnataka,Fuel,1989,0
171.96,4,15,1,1,0,0,300,484.75,Rajasthan,Healthcare,1991,0
667.93,8,7,1,1,0,0,181,24.78,Maharashtra,Education,1979,0
2330.25,5,16,1,0,0,0,422,1863.89,Gujarat,Education,1993,0
151.65,7,17,1,1,0,0,457,656.45,Kerala,Utilities,1979,0
2334.91,7,12,1,0,0,1,419,709.17,Gujarat,Grocery,1990,0
12.98,4,14,1,0,0,1,422,212.35,Uttar Pradesh,Clothing,1980,0
4271.16,10,3,2,2,1,0,36,1694.94,West Bengal,Utilities,1986,1
257.27,5,18,1,1,0,1,516,500.41,Karnataka,Electronics,1978,0
3538.26,4,7,1,1,0,0,152,227.54,Telangana,Food,1985,0
134.06,9,21,1,0,0,1,703,398.05,Uttar Pradesh,Entertainment,1987,0
379.55,7,9,1,1,0,0,488,702.91,Karnataka,Utilities,1985,0
919.14,5,20,1,1,0,1,42,1463.96,Gujarat,Clothing,1982,0
1293.4,3,19,1,1,0,0,594,10.0,Karnataka,Grocery,1993,0
5679.82,1,7,1,0,0,1,496,1634.08,Delhi,Entertainment,1992,0
902.93,8,7,1,0,0,1,216,1404.08,Delhi,Electronics,1982,0
927.45,1,11,1,1,0,1,46,336.73,Rajasthan,Education,1998,0
279.22,6,9,1,1,0,0,393,2537.54,Kerala,Healthcare,1992,0
443.65,8,13,1,1,0,1,490,23.25,Uttar Pradesh,Clothing,1973,0
2110.03,3,13,1,0,0,0,169,241.4,West Bengal,Fuel,1982,0
137.62,6,15,1,1,0,0,532,2944.36,Kerala,Grocery,1971,0
272.34,7,21,1,0,0,0,228,2270.99,Telangana,Clothing,1985,0
736.02,8,8,1,0,0,0,442,1639.17,Maharashtra,Travel,1988,0
2109.92,7,19,1,1,0,1,585,883.62,Delhi,Education,1990,0
1706.01,2,16,1,0,0,1,534,166.62,Kerala,Food,1977,0
1525.59,6,19,1,1,0,1,201,442.12,Gujarat,Education,1985,0
683.96,7,19,1,0,0,0,30,798.47,Telangana,Healthcare,1973,0
4727.73,14,0,3,2,1,1,50,1633.4,Kerala,Education,1984,1
1160.18,2,17,1,1,0,0,253,216.91,Maharashtra,Fuel,1978,0
1643.09,2,16,1,1,0,0,492,1405.18,Karnataka,Education,1974,0
1029.44,3,8,1,1,0,0,486,73.93,Rajasthan,Fuel,1990,0
1128.62,5,8,1,1,0,0,47,321.5,Delhi,Clothing,1971,0
400.95,9,8,1,1,0,1,148,203.92,Kerala,Healthcare,1998,0
230.05,2,20,1,1,0,1,82,1528.95,Delhi,Grocery,1981,0
293.89,3,14,1,0,0,1,161,418.85,West Bengal,Fuel,1983,0
846.62,9,16,1,1,0,1,391,35.54,Gujarat,Education,1988,0
1268.27,7,18,1,1,0,1,319,680.05,Rajasthan,Grocery,1982,0
28.05,5,18,1,0,0,1,202,738.38,West Bengal,Clothing,1980,0
1073.97,8,12,1,0,0,1,25,436.34,Gujarat,Clothing,1980,0
576.62,7,12,1,1,0,0,338,147.42,Kerala,Entertainment,1996,0
1566.04,1,11,1,0,0,1,256,641.71,Delhi,Travel,1994,0
857.03,7,15,1,1,0,1,415,379.85,Delhi,Grocery,1981,0
892.97,7,11,1,0,0,0,594,3267.33,Karnataka,Travel,1975,0
332.54,9,19,1,1,0,1,305,1640.72,Delhi,Utilities,1985,0
620.14,2,8,1,1,0,1,466,339.68,Kerala,Entertainment,1984,0
1776.16,8,17,1,1,0,0,306,253.36,Telangana,Fuel,1986,0
763.76,5,6,1,1,0,1,151,1060.97,Tamil Nadu,Utilities,1971,0
945.12,6,6,1,0,0,1,441,518.96,Kerala,Entertainment,1991,0
519.8,2,9,1,1,0,1,543,705.63,Karnataka,Entertainment,1991,0
9293.39,6,15,1,0,0,1,616,710.92,Kerala,Education,1985,0
531.6,3,7,1,0,0,1,511,203.84,Rajasthan,Grocery,1989,0
2135.42,5,18,1,1,0,0,494,363.72,Delhi,Travel,1995,0
1125.99,6,16,1,0,0,0,362,1397.3,Delhi,Entertainment,1981,0
2892.38,1,15,1,1,0,0,232,490.31,Karnataka,Utilities,1980,0
427.43,9,9,1,1,0,0,354,485.34,Rajasthan,Travel,1976,0
1670.05,9,3,4,2,0,1,17,1653.52,Maharashtra,Electronics,1974,1
1567.98,9,11,1,0,0,0,355,1007.07,Uttar Pradesh,Fuel,1986,0
112.58,6,7,1,0,0,0,42,844.84,Maharashtra,Electronics,1984,0
1799.21,9,15,1,0,0,0,553,1348.97,Karnataka,Healthcare,1976,0
1436.07,1,13,1,1,0,1,183,510.04,Gujarat,Clothing,1992,0
442.32,6,6,1,1,0,0,240,413.5,Maharashtra,Utilities,1982,0
858.03,7,18,1,1,0,1,86,437.17,Tamil Nadu,Electronics,1995,0
1513.83,9,18,1,0,0,0,166,1589.89,Karnataka,Fuel,1970,0
26.34,6,18,1,0,0,0,291,739.33,Tamil Nadu,Fuel,1981,0
1639.83,5,13,1,0,0,0,594,1049.83,Karnataka,Travel,1984,0
242.32,3,16,1,0,0,0,59,560.1,West Bengal,Clothing,1972,0
2072.11,2,8,1,1,0,0,589,1841.48,Uttar Pradesh,Fuel,1999,0
689.27,1,20,1,1,0,1,118,835.34,Rajasthan,Utilities,1984,0
354.71,2,21,1,0,0,0,437,330.93,Delhi,Grocery,1979,0
368.61,8,6,1,1,0,1,381,33.06,Karnataka,Food,1998,0
878.66,8,8,1,0,0,1,69,1540.62,Uttar Pradesh,Utilities,1977,0
96.72,5,20,1,0,0,0,455,2064.58,Karnataka,Travel,1990,0
1336.41,8,18,1,0,0,0,454,248.56,Uttar Pradesh,Food,1998,0
1008.41,2,8,1,0,0,0,340,734.25,Tamil Nadu,Clothing,1982,0
1427.4,8,15,1,1,0,1,172,636.56,West Bengal,Education,1975,0
594.91,5,17,1,0,0,0,324,2217.64,Maharashtra,Food,1996,0
715.96,8,8,1,0,0,0,701,1520.53,Telangana,Education,1980,0
